Assists,Boosts,Damagedealt,Headshotkills,Heals,Kills,Longestkill,Matchduration,Matchkillrank,Revives,Ridedistance,Swimdistance,Teamkills,Walkdistance,Weaponsacquired,Winplaceperc,Ln Damage Dealt,Ln Match Kill Rank,Ln Win Place Perc
1,3,211.60,1,1,1,90.52,1367.00,24,0,955.3,0,0,2119,8,0.72,5.3546977,3.17805383,-0.328504067
1,3,307.30,1,0,3,22.9,1386.00,8,0,0,0,0,1555,3,0.8846,5.727824469,2.079441542,-0.122619714
1,3,293.40,1,0,3,224,1921.00,8,0,1100,0,0,2214,5,0.7586,5.681536866,2.079441542,-0.27628065
1,4,346.70,1,4,3,96.73,1985.00,6,0,1301,0,0,4087,10,1,5.848459853,1.791759469,0
1,4,553.80,1,2,2,21.68,1390.00,15,0,0,0,0,2856,4,0.75,6.316803611,2.708050201,-0.287682072
1,4,322.80,1,4,3,303.2,1316.00,7,0,0,0,0,2983,3,0.8667,5.777032936,1.945910149,-0.143062383
1,5,238.50,1,3,1,30.38,1801.00,19,0,1433,0,0,4070,5,1,5.47436931,2.944438979,0
1,5,236.30,1,1,1,9.9,1950.00,23,0,3977,0,0,2233,6,0.7692,5.465102184,3.135494216,-0.262404265
1,5,229.80,1,7,1,91.13,1827.00,28,0,2092,0,0,4242,5,0.68,5.437209365,3.33220451,-0.385662481
1,6,303.80,1,7,2,95.09,1281.00,12,0,598.6,62.37,0,3093,5,0.96,5.71636959,2.48490665,-0.040821995
1,6,196.30,1,5,2,103,1428.00,15,0,0,0,0,2200,6,0.9259,5.279644101,2.708050201,-0.076989042
1,9,198.60,1,2,2,68.86,1165.00,11,0,0,0,0,3149,5,0.963,5.291292752,2.397895273,-0.037701867
1,0,276.80,2,0,3,9.435,1942.00,10,0,0,0,0,92.85,2,0.0357,5.623295224,2.302585093,-3.33260459
1,1,415.10,2,10,3,32.52,1252.00,10,0,0,0,0,2756,3,0.8621,6.028519455,2.302585093,-0.148384006
1,2,416.30,2,2,3,18.97,1366.00,12,0,1302,0,0,1028,4,0.7037,6.031406154,2.48490665,-0.35140315
1,3,271.50,2,6,2,26.69,1319.00,20,0,0,0,0,2860,5,0.56,5.603962139,2.995732274,-0.579818495
1,4,279.80,2,2,3,47.05,1450.00,8,0,0,0,0,3704,6,0.9231,5.634075062,2.079441542,-0.080017708
1,1,413.50,3,0,5,342.5,1238.00,3,0,1319,0,0,3108,4,1,6.024657514,1.098612289,0
1,0,150.00,0,0,2,3.363,1934.00,20,0,0,0,0,592.9,5,0.5357,5.010635294,2.995732274,-0.624180976
1,0,254.70,0,2,3,18.1,1800.00,9,0,0,0,0,2159,2,0.8667,5.540086382,2.197224577,-0.143062383
1,0,347.60,0,1,3,34.33,1354.00,10,0,0,0,0,804.8,5,0.4615,5.851052393,2.302585093,-0.773273225
1,1,87.54,0,0,2,23.01,1865.00,19,0,0,0,0,223.1,4,0.2308,4.472095832,2.944438979,-1.466203744
1,1,164.80,0,1,3,450,1702.00,4,0,3817,40.66,0,2845,6,1,5.104732617,1.386294361,0
1,2,306.00,0,7,2,166.3,1882.00,16,0,2960,0,0,2467,7,0.6667,5.723585102,2.772588722,-0.405415109
1,4,559.80,0,5,3,7.05,1884.00,9,0,5038,0,0,1208,7,0.75,6.327579577,2.197224577,-0.287682072
1,4,891.50,0,1,5,202.2,1471.00,2,0,0,0,0,3347,2,0.8929,6.792905437,0.693147181,-0.113280686
1,5,360.00,0,1,2,41.64,1377.00,13,0,0,0,0,2674,4,0.6957,5.886104031,2.564949357,-0.362836746
1,5,230.20,0,2,3,31.24,1240.00,8,0,0.02,4.896,0,3898,4,0.8889,5.438948496,2.079441542,-0.117770536
1,5,591.50,0,4,4,112.3,1260.00,3,0,0,0,0,2030,3,0.8519,6.382661683,1.098612289,-0.16028613
1,5,405.60,0,10,4,139.2,1719.00,5,0,4265,0,0,3983,6,1,6.005367452,1.609437912,0
1,6,526.00,0,10,5,205.6,1847.00,4,0,1192,0,0,4367,6,1,6.265301213,1.386294361,0
1,0,273.80,1,0,2,24.28,1890.00,13,0,3785,0,0,1657,2,1,5.612397913,2.564949357,0
1,0,119.10,1,0,2,11.4,1324.00,23,0,0,0,0,503.3,2,0.2963,4.779963476,3.135494216,-1.216382824
1,0,190.00,1,0,3,12.35,1212.00,15,0,0,0,0,30.26,2,0.1852,5.247024072,2.708050201,-1.686318957
1,0,325.60,1,0,3,138.9,1904.00,7,0,540.2,0,0,2233,8,0.7407,5.785669634,1.945910149,-0.300159594
1,0,367.10,1,1,3,15.8,1397.00,9,0,0,0,0,73.05,2,0.16,5.905634291,2.197224577,-1.832581464
1,0,319.40,1,0,3,16.55,1378.00,9,0,0,0,0,91.01,4,0.3333,5.766444236,2.197224577,-1.098712294
1,0,414.90,1,1,5,36.75,1793.00,3,0,0,0,0,570.7,2,0.8519,6.028037527,1.098612289,-0.16028613
1,1,271.00,1,1,2,17.01,1714.00,16,0,629.9,0,0,1988,6,0.8214,5.602118821,2.772588722,-0.196745077
1,1,281.50,1,5,3,22.52,1890.00,9,0,0,0,0,3063,6,0.44,5.640132448,2.197224577,-0.820980552
1,3,407.10,1,16,4,60.1,1341.00,5,0,0,0,0,2337,6,0.88,6.009058856,1.609437912,-0.127833372
1,6,146.10,1,6,2,41.34,1408.00,12,0,1272,0,0,3244,4,0.84,4.984291319,2.48490665,-0.174353387
1,6,550.70,1,12,4,10.49,1922.00,8,0,3629,0,0,916.9,5,0.8148,6.311190196,2.079441542,-0.204812595
1,6,552.50,1,4,6,70.14,1800.00,2,0,0,0,0,3494,4,1,6.314453433,0.693147181,0
1,1,318.40,2,2,3,4.057,1856.00,11,0,0,0,0,2345,6,0.6538,5.763308454,2.397895273,-0.424953785
1,2,679.70,3,2,7,81.07,1388.00,2,0,0,0,0,3357,6,0.7692,6.521651524,0.693147181,-0.262404265
1,4,777.70,3,6,7,15.99,1764.00,2,0,4266,0,0,1821,6,0.76,6.656340846,0.693147181,-0.274436846
1,1,412.20,0,1,3,13.87,1375.00,9,0,220.8,0,0,1550,4,0.625,6.021508668,2.197224577,-0.470003629
1,2,349.70,1,0,3,22.13,1553.00,6,0,0,0,0,3080,6,0.9286,5.857075644,1.791759469,-0.074077203
1,4,363.80,1,1,3,8.621,2195.00,6,0,995.1,0,0,4148,9,0.9286,5.896604266,1.791759469,-0.074077203
1,7,643.80,1,5,4,28.75,1388.00,8,0,0,0,0,2255,7,0.8148,6.467388119,2.079441542,-0.204812595
1,8,341.50,1,9,4,17.6,1376.00,2,0,599.9,5.801,0,3664,5,1,5.833347679,0.693147181,0
1,0,384.10,2,1,4,39.19,1349.00,5,0,0,0,0,672.8,4,0.4815,5.950902935,1.609437912,-0.730849048
2,0,66.69,0,0,0,0,1320.00,80,0,0,0,0,64.39,1,0.1481,4.200055017,4.382026635,-1.909867558
2,0,56.95,0,0,0,0,1286.00,41,0,0,0,0,1703,3,0.9286,4.04217369,3.713572067,-0.074077203
2,0,89.44,0,0,0,0,1369.00,76,0,0,0,0,87.66,3,0.25,4.493568009,4.33073334,-1.386294361
2,0,49.02,0,0,0,0,1774.00,50,0,1614,0,0,2555,4,0.56,3.892228378,3.912023005,-0.579818495
2,0,29.10,0,0,0,0,1344.00,48,0,0,0,0,1579,6,0.7241,3.370738174,3.871201011,-0.322825775
2,0,162.50,0,0,0,0,1905.00,48,0,0,0,0,2085,8,0.5385,5.090678002,3.871201011,-0.618967782
2,0,200.00,0,0,0,0,1337.00,89,0,0,0,0,15.13,1,0.0385,5.298317367,4.48863637,-3.257097038
2,1,98.52,0,0,0,0,1379.00,46,0,0,0,0,1497,8,0.76,4.590259573,3.828641396,-0.274436846
2,1,141.00,0,9,0,0,1839.00,54,0,1076,0,0,2276,8,0.4615,4.94875989,3.988984047,-0.773273225
2,2,243.20,0,5,0,0,1299.00,46,0,0,0,0,2180,3,0.8929,5.49388415,3.828641396,-0.113280686
2,2,30.82,0,0,0,0,1714.00,43,0,5209,0,0,4095,7,0.8571,3.42816383,3.761200116,-0.154200681
2,2,312.80,0,5,0,0,1350.00,54,0,978.5,0,0,2060,6,0.7419,5.745564009,3.988984047,-0.298540816
2,3,158.80,0,7,0,0,1359.00,43,0,0,0,0,2867,8,0.8214,5.067645549,3.761200116,-0.196745077
2,4,177.40,0,5,0,0,1401.00,60,0,81.65,43.59,0,4735,4,0.6429,5.17840707,4.094344562,-0.441766088
2,4,308.90,0,3,0,0,1873.00,43,0,4777,0,0,2349,4,0.9667,5.7330176,3.761200116,-0.03386707
2,0,175.70,0,1,1,149.2,1310.00,25,0,0,0,0,2770,8,1,5.168777995,3.218875825,0
2,0,218.50,0,0,3,21.61,1402.00,9,0,0,0,0,229.3,3,0.3462,5.386786015,2.197224577,-1.060738636
2,1,165.00,0,1,1,0.8225,1371.00,39,0,0,0,0,65.1,3,0.1429,5.105945474,3.663561646,-1.945610194
2,2,192.60,0,2,1,19.27,1317.00,24,0,0,0,0,3313,5,0.8929,5.260615499,3.17805383,-0.113280686
2,2,157.40,0,19,1,14.41,1863.00,22,0,3189,0,0,2475,5,1,5.058790336,3.091042453,0
2,2,255.50,0,1,2,71.43,1369.00,16,0,2223,0,0,2510,7,0.7692,5.54322241,2.772588722,-0.262404265
2,2,150.30,0,1,1,34.37,1371.00,26,0,0,0,0,3431,4,0.8519,5.012633297,3.258096538,-0.16028613
2,2,213.50,0,1,1,173.2,1884.00,22,0,1685,0,0,3130,5,0.8077,5.363636833,3.091042453,-0.213564577
2,2,280.10,0,2,2,165.1,1902.00,12,0,2049,0,0,1758,9,1,5.635146682,2.48490665,0
2,2,251.80,0,13,1,310.9,1873.00,17,0,8266,0,0,2310,6,0.9677,5.528635122,2.833213344,-0.032833157
2,3,226.00,0,2,1,17.07,1785.00,26,0,1955,0,0,3727,3,0.8846,5.420534999,3.258096538,-0.122619714
2,3,227.30,0,2,1,3.917,1405.00,22,0,0,0,0,2988,5,0.8667,5.426270731,3.091042453,-0.143062383
2,3,216.10,0,4,1,23.05,1300.00,29,0,0,0,0,1116,5,0.6154,5.375741264,3.36729583,-0.485482816
2,3,139.00,0,2,2,68.39,1766.00,13,0,3374,0,0,3190,11,0.7778,4.934473933,2.564949357,-0.251285857
2,4,253.40,0,5,1,18.11,1453.00,26,0,0,0,0,2745,8,0.7692,5.534969268,3.258096538,-0.262404265
2,4,430.60,0,5,3,18.8,1391.00,7,0,0,0,0,2570,3,1,6.065179585,1.945910149,0
2,5,584.20,0,5,1,13.38,1859.00,21,0,0,0,0,3647,4,0.88,6.37024339,3.044522438,-0.127833372
2,5,102.70,0,1,2,79.02,1313.00,14,0,263.3,0,0,3825,4,1,4.631812117,2.63905733,0
2,5,86.70,0,1,1,39.64,1346.00,21,0,582.4,0,0,3960,3,1,4.462453884,3.044522438,0
2,6,123.60,0,2,1,72.68,1373.00,24,0,0,0,0,2955,4,0.9333,4.817050545,3.17805383,-0.069028586
2,6,465.90,0,4,2,208.1,1878.00,16,0,3962,0,0,3987,4,0.9286,6.143971019,2.772588722,-0.074077203
2,6,972.70,0,6,5,37.63,1808.00,4,0,0,0,0,2679,7,0.9615,6.88007571,1.386294361,-0.039260714
2,0,759.60,1,3,3,58.18,1381.00,11,0,0,0,0,294.7,2,0.4,6.632791979,2.397895273,-0.916290732
2,1,104.20,1,0,1,44.11,1331.00,29,0,160.2,0,0,2160,4,0.6786,4.646312129,3.36729583,-0.387723427
2,1,273.20,1,0,4,300.2,1312.00,4,0,1580,0,0,2664,5,1,5.610204128,1.386294361,0
2,2,131.20,1,6,1,74,1357.00,23,0,0,169.4,0,3100,4,0.8571,4.876722877,3.135494216,-0.154200681
2,3,208.20,1,1,1,109,1396.00,18,0,0,0,0,3743,4,1,5.338499156,2.890371758,0
2,3,172.20,1,1,1,43.47,1306.00,23,0,0,0,0,3126,7,1,5.148656592,3.135494216,0
2,3,304.50,1,5,2,116.1,1456.00,13,0,0,0,0,2565,4,1,5.718671087,2.564949357,0
2,3,253.80,1,12,1,7.564,1465.00,32,0,0,0,0,998.8,3,0.5769,5.536546555,3.465735903,-0.550086338
2,4,332.20,1,1,3,80.44,1294.00,6,0,0,0,0,3593,5,1,5.805737197,1.791759469,0
2,4,494.40,1,4,5,23.03,1389.00,3,0,217.3,0,0,3270,4,0.8889,6.203344906,1.098612289,-0.117770536
2,5,226.50,1,2,2,91.57,1324.00,14,0,0,0,0,2020,6,0.963,5.422744945,2.63905733,-0.037701867
2,7,181.10,1,3,2,123.1,1387.00,16,0,0,0,0,2840,6,0.8519,5.199049365,2.772588722,-0.16028613
2,5,845.20,0,1,6,62.24,1410.00,1,0,0,0,0,3621,6,0.96,6.739573286,0,-0.040821995
2,3,679.90,1,3,4,77.06,1325.00,5,0,0,4.14,0,3151,4,0.9259,6.521945729,1.609437912,-0.076989042
2,3,567.10,1,7,6,78.55,1269.00,2,0,0,0,0,1953,4,0.8462,6.340535655,0.693147181,-0.166999541
2,4,269.90,1,3,4,89.05,1305.00,6,0,0,0,0,1746,2,0.8571,5.59805152,1.791759469,-0.154200681
2,4,447.30,2,7,4,32.29,1328.00,5,0,371.2,0,0,2985,4,0.9615,6.10322951,1.609437912,-0.039260714
2,4,685.90,2,4,4,74.19,1347.00,5,0,0,28.15,0,3279,6,0.9032,6.530731845,1.609437912,-0.101811266
2,9,1176.00,2,5,9,195.4,1882.00,1,0,0,0,0,4780,11,1,7.069874128,0,0
2,2,829.90,1,1,6,545.5,1785.00,3,0,353.9,0,0,3199,5,0.6296,6.721305212,1.098612289,-0.462670582
2,3,486.30,1,4,6,148.7,1744.00,3,0,3079,0,0,3945,6,1,6.186825717,1.098612289,0
2,5,1513.00,3,3,12,95.1,1892.00,1,0,1469,0,0,3581,6,0.9286,7.321849714,0,-0.074077203
2,3,678.40,4,1,8,155.1,1810.00,1,0,4087,431.8,0,3037,6,1,6.519737084,0,0
3,2,161.40,0,1,0,0,1825.00,47,0,0,0,0,2668,3,0.6296,5.083885756,3.850147602,-0.462670582
3,4,205.40,0,4,0,0,1505.00,44,0,0,0,0,1757,5,0.9615,5.324959297,3.784189634,-0.039260714
3,0,602.10,0,3,5,8.524,698.00,18,0,0,0,0,1965,20,0.9167,6.400423544,2.890371758,-0.086975014
3,0,202.50,0,0,1,33.94,1429.00,20,0,0,0,0,2526,3,0.8333,5.310739887,2.995732274,-0.182361558
3,0,200.00,0,0,1,24.66,1366.00,33,0,0,0,0,1418,5,0.5185,5.298317367,3.496507561,-0.656815251
3,0,346.00,0,0,2,76.53,1325.00,17,0,0,0,0,1827,3,0.8214,5.846438775,2.833213344,-0.196745077
3,2,413.10,0,3,1,153.4,1443.00,29,0,0,0,0,2556,4,0.931,6.023689694,3.36729583,-0.071496002
3,4,207.10,0,8,1,9.871,1901.00,26,0,554.7,0,0,3304,4,0.7097,5.333201768,3.258096538,-0.342912933
3,6,300.00,0,0,3,9.855,1213.00,7,0,717,0,0,2933,5,1,5.703782475,1.945910149,0
3,7,302.70,0,10,3,353,1965.00,7,0,3850,0,0,3932,7,0.963,5.712742216,1.945910149,-0.037701867
3,1,134.90,1,1,1,7.619,1961.00,35,0,0,0,0,788.8,3,0.5667,4.904533763,3.555348061,-0.567925216
3,0,437.20,0,0,4,21.07,1756.00,7,0,0,0,0,478.2,4,0.4828,6.080390756,1.945910149,-0.72815279
3,2,527.20,1,1,5,160.6,1905.00,2,0,4932,0,0,2623,6,1,6.267579983,0.693147181,0
3,4,450.90,1,8,3,57.03,1387.00,7,0,0,0,0,3425,6,1,6.111245585,1.945910149,0
3,6,611.10,1,2,6,73.28,1295.00,2,0,0,0,0,3992,6,1,6.415260612,0.693147181,0
3,7,536.70,1,4,4,103.7,1423.00,7,0,0,0,0,4246,3,1,6.285439279,1.945910149,0
3,7,1395.00,3,14,12,188,1347.00,1,0,0,0,0,2847,5,1,7.240649694,0,0
4,0,303.60,0,1,1,4.06,1386.00,27,0,0,0,0,2995,9,0.9655,5.715711046,3.295836866,-0.035109177
4,1,270.30,1,5,2,180.1,1795.00,10,0,2566,0,0,3092,9,1,5.599532453,2.302585093,0
4,6,841.80,2,10,8,114.3,1771.00,1,0,4348,50.85,0,3532,11,0.9643,6.735542456,0,-0.036352829
4,0,1610.00,4,7,22,33.08,764.00,2,0,0,0,0,1270,18,0.5,7.383989458,0.693147181,-0.693147181
5,1,399.90,1,2,1,61.18,1317.00,21,0,0,0,0,2188,5,1,5.991214516,3.044522438,0
5,5,339.50,2,2,3,164.2,1249.00,6,0,0,0,0,3471,5,1,5.827473947,1.791759469,0
0,3,160.90,0,1,0,0,1750.00,43,1,0,0,0,1863,3,0.25,5.080783054,3.761200116,-1.386294361
0,0,14.04,0,0,0,0,1816.00,86,1,0,0,0,160.5,1,0.0357,2.641910399,4.454347296,-3.33260459
0,0,23.76,0,0,0,0,1855.00,79,1,0,0,0,250.2,1,0.0345,3.168003494,4.369447852,-3.366795955
0,0,88.15,0,0,0,0,1306.00,81,1,0,0,0,92.88,2,0.1923,4.479039909,4.394449155,-1.648698626
0,0,168.80,0,0,0,0,1293.00,69,1,0,0,0,262.2,2,0.2593,5.128714582,4.234106505,-1.349769586
0,0,140.90,0,0,0,0,1347.00,63,1,0,0,0,231.7,2,0.3929,4.948050419,4.143134726,-0.934200152
0,0,147.50,0,0,0,0,1884.00,68,1,0,0,0,265.8,2,0.3448,4.993828176,4.219507705,-1.06479074
0,0,60.10,0,0,0,0,1787.00,76,1,1212,0,0,430.9,2,0.2,4.096009842,4.33073334,-1.609437912
0,0,23.40,0,0,0,0,1205.00,92,1,0,0,0,185.5,3,0.04,3.152736022,4.521788577,-3.218875825
0,0,45.63,0,0,0,0,1729.00,59,1,5311,0,0,1308,4,0.4138,3.820565395,4.077537444,-0.882372514
0,0,22.63,0,0,0,0,1288.00,52,1,0,0,0,1284,6,0.48,3.11927646,3.951243719,-0.733969175
0,0,100.00,0,0,0,0,1262.00,73,1,542.6,0,0,157.2,0,0.3214,4.605170186,4.290459441,-1.135068826
0,0,74.62,0,0,0,0,1433.00,77,1,0,0,0,202.2,1,0.25,4.312408568,4.343805422,-1.386294361
0,0,164.20,0,0,0,0,1416.00,68,1,0,0,0,226.6,2,0.3462,5.101085197,4.219507705,-1.060738636
0,0,78.69,0,0,0,0,1371.00,85,1,0,0,0,125.1,2,0.2069,4.365516083,4.442651256,-1.575519694
0,0,189.40,0,4,0,0,1872.00,65,1,0,0,0,357.9,2,0.3704,5.243861181,4.17438727,-0.993171776
0,0,100.00,0,0,0,0,1366.00,69,1,0,0,0,128.8,3,0.1786,4.605170186,4.234106505,-1.722606611
0,0,90.98,0,0,0,0,1874.00,59,1,0,0,0,2140,5,0.4643,4.510639702,4.077537444,-0.767224384
0,0,268.60,0,0,0,0,2163.00,75,1,0,0,0,372.4,5,0.16,5.593223284,4.317488114,-1.832581464
0,1,19.35,0,0,0,0,1373.00,60,1,825.6,4.819,0,2230,2,0.68,2.962692419,4.094344562,-0.385662481
0,1,60.63,0,0,0,0,1798.00,75,1,0,0,0,396.1,2,0.16,4.10478982,4.317488114,-1.832581464
0,1,56.90,0,1,0,0,1975.00,54,1,1037,0,0,2010,2,0.5556,4.041295341,3.988984047,-0.587706668
0,1,28.21,0,1,0,0,1388.00,79,1,0,0,0,158.8,2,0.1071,3.339676525,4.369447852,-2.233992302
0,1,40.47,0,4,0,0,1834.00,50,1,5810,0,0,3244,4,0.7407,3.700560959,3.912023005,-0.300159594
0,1,62.23,0,0,0,0,1772.00,50,1,2269,0,0,2380,5,0.5714,4.130837199,3.912023005,-0.559665789
0,1,119.40,0,3,0,0,1876.00,52,1,535.6,0,0,2824,6,0.64,4.782479201,3.951243719,-0.446287103
0,1,111.90,0,4,0,0,1733.00,44,1,0,0,0,2688,9,0.7143,4.717605615,3.784189634,-0.336452237
0,1,170.40,0,3,0,0,1768.00,60,1,1955,0,0,1679,3,0.4643,5.138148614,4.094344562,-0.767224384
0,1,157.60,0,15,0,0,1866.00,66,1,0,0,0,328.6,4,0.36,5.060060177,4.189654742,-1.021651248
0,2,116.30,0,0,0,0,1315.00,58,1,0,0,0,1394,2,0.5833,4.75617306,4.060443011,-0.539053645
0,2,21.82,0,0,0,0,1213.00,58,1,1195,0,0,496.7,2,0.5517,3.08282698,4.060443011,-0.594750859
0,2,49.02,0,1,0,0,1334.00,63,1,0,0,0,365.7,2,0.3846,3.892228378,4.143134726,-0.955551446
0,2,27.33,0,5,0,0,1289.00,41,1,0,0,0,2157,2,0.8889,3.307985,3.713572067,-0.117770536
0,2,70.20,0,4,0,0,1351.00,51,1,0,0,0,2614,3,0.8214,4.251348311,3.931825633,-0.196745077
0,2,77.44,0,3,0,0,1802.00,55,1,0,0,0,1255,10,0.5,4.349503443,4.007333185,-0.693147181
0,2,100.50,0,1,0,0,1375.00,55,1,1169,66.27,0,1370,3,0.5556,4.610157727,4.007333185,-0.587706668
0,2,59.66,0,6,0,0,1798.00,47,1,4761,39.5,0,2114,4,0.5926,4.088661779,3.850147602,-0.523235644
0,2,206.60,0,1,0,0,1779.00,59,1,4881,0,0,768.8,7,0.6538,5.330784557,4.077537444,-0.424953785
0,3,114.70,0,6,0,0,1891.00,43,1,0,37.84,0,7378,4,0.8621,4.742320024,3.761200116,-0.148384006
0,3,78.80,0,1,0,0,1354.00,43,1,697.2,0,0,2374,6,0.8214,4.366912997,3.761200116,-0.196745077
0,3,178.20,0,0,0,0,1339.00,46,1,1410,0,0,2687,4,0.8889,5.182906515,3.828641396,-0.117770536
0,3,117.20,0,2,0,0,1367.00,58,1,0,0,0,1781,4,0.6296,4.763881877,4.060443011,-0.462670582
0,3,38.70,0,8,0,0,1869.00,34,1,7119,0,0,1309,4,1,3.6558396,3.526360525,0
0,4,280.70,0,7,0,0,1665.00,45,1,2469,0,0,3849,5,0.7778,5.637286483,3.80666249,-0.251285857
0,4,40.50,0,0,0,0,1357.00,48,1,214.9,14.66,0,2534,6,0.8148,3.701301974,3.871201011,-0.204812595
0,4,28.08,0,7,0,0,1820.00,45,1,4850,0,0,2789,9,0.8966,3.335057579,3.80666249,-0.109145447
0,6,335.20,0,4,0,0,1305.00,42,1,0,0,0,3006,3,0.9643,5.814727369,3.737669618,-0.036352829
0,0,81.93,0,0,1,8.13,1360.00,38,1,0,0,0,405.2,2,0.3462,4.405865224,3.63758616,-1.060738636
0,0,227.70,0,1,1,82.12,1436.00,32,1,0,0,0,728.7,3,0.3846,5.428028973,3.465735903,-0.955551446
0,0,120.50,0,0,1,7.669,2007.00,41,1,0,0,0,249.2,3,0.0357,4.791649753,3.713572067,-3.33260459
0,0,100.00,0,0,1,2.553,1376.00,36,1,0,0,0,1027,3,0.3448,4.605170186,3.583518938,-1.06479074
0,0,100.00,0,0,1,15.64,1318.00,40,1,0,0,0,106.1,3,0.0667,4.605170186,3.688879454,-2.707550326
0,0,147.80,0,0,1,220.2,1377.00,21,1,0,0,0,2145,4,1,4.995860009,3.044522438,0
0,0,100.00,0,0,1,10.26,1384.00,31,1,0,0,0,2068,4,0.4643,4.605170186,3.433987204,-0.767224384
0,0,128.40,0,2,1,1.354,1388.00,30,1,0,0,0,406.9,7,0.3846,4.855150391,3.401197382,-0.955551446
0,0,110.00,0,3,2,16.31,1454.00,19,1,0,0,0,1068,3,0.5926,4.700480366,2.944438979,-0.523235644
0,0,173.90,0,0,1,21.56,1335.00,25,1,0,0,0,501.2,2,0.5517,5.158480421,3.218875825,-0.594750859
0,0,365.50,0,2,1,69.51,1812.00,31,1,0,0,0,404.9,3,0.3214,5.901266279,3.433987204,-1.135068826
0,0,228.20,0,1,1,10.57,1461.00,33,1,0,0,0,302.1,4,0.4444,5.430222437,3.496507561,-0.811030221
0,0,200.00,0,1,2,19.98,1524.00,21,1,0,0,0,203.6,1,0.1852,5.298317367,3.044522438,-1.686318957
0,0,155.60,0,0,2,21.28,1802.00,17,1,0,0,0,358.5,2,0.24,5.047288612,2.833213344,-1.427116356
0,1,76.78,0,1,1,9.713,1245.00,37,1,0,0,0,513,3,0.32,4.34094419,3.610917913,-1.139434283
0,1,37.91,0,0,1,11.25,1858.00,18,1,0,0,0,2677,6,0.8696,3.63521493,2.890371758,-0.139721943
0,1,125.80,0,0,1,180.9,1371.00,29,1,0,0,0,2078,6,0.6296,4.834693344,3.36729583,-0.462670582
0,1,141.40,0,1,1,28.8,1884.00,25,1,2524,0,0,1681,1,0.6,4.951592753,3.218875825,-0.510825624
0,1,99.40,0,2,1,19.24,1397.00,30,1,1573,0,0,903.9,2,0.5517,4.599152114,3.401197382,-0.594750859
0,1,54.49,0,1,1,6.138,1865.00,34,1,0,0,0,306.4,3,0.16,3.998017199,3.526360525,-1.832581464
0,1,100.00,0,1,1,7.892,1843.00,35,1,0,0,0,892.2,4,0.4138,4.605170186,3.555348061,-0.882372514
0,1,210.90,0,6,1,8.115,1281.00,24,1,0,0,0,573.9,4,0.4231,5.351384087,3.17805383,-0.860146721
0,1,177.40,0,2,1,8.173,1767.00,33,1,703.9,0,0,3191,5,0.5769,5.17840707,3.496507561,-0.550086338
0,1,100.00,0,2,1,18.27,1273.00,31,1,0,0,0,1541,5,0.5667,4.605170186,3.433987204,-0.567925216
0,1,100.00,0,6,1,12.55,1382.00,25,1,0,0,0,2610,5,0.8214,4.605170186,3.218875825,-0.196745077
0,1,138.70,0,1,1,1.02,1371.00,28,1,0,0,0,1151,7,0.5556,4.932313327,3.33220451,-0.587706668
0,1,104.20,0,0,1,42.23,1798.00,20,1,979.6,0,0,3007,9,0.9259,4.646312129,2.995732274,-0.076989042
0,1,253.00,0,3,3,84.98,1275.00,9,1,0,0,0,1019,4,0.6296,5.533389489,2.197224577,-0.462670582
0,2,29.35,0,1,1,8.107,1886.00,37,1,0,0,0,417.3,4,0.3333,3.379292546,3.610917913,-1.098712294
0,2,165.10,0,11,1,32.26,1282.00,25,1,0,0,0,2360,4,0.9375,5.106551351,3.218875825,-0.064538521
0,2,157.40,0,4,2,46.83,1856.00,16,1,0,0,0,3013,4,0.56,5.058790336,2.772588722,-0.579818495
0,2,149.50,0,6,2,26.99,1896.00,21,1,0,0,0,1671,7,0.4483,5.007296393,3.044522438,-0.802292628
0,2,302.00,0,3,2,32.71,1321.00,13,1,0,0,0,748.1,4,0.5357,5.710427017,2.564949357,-0.624180976
0,2,309.40,0,3,1,28.95,1333.00,22,1,82.86,39.54,0,3272,7,0.8929,5.734634938,3.091042453,-0.113280686
0,3,239.10,0,7,1,0.97,1921.00,22,1,0,0,0,3036,5,0.8571,5.476881874,3.091042453,-0.154200681
0,3,252.30,0,5,3,104.7,1794.00,6,1,0,0,0,4664,7,1,5.530618856,1.791759469,0
0,3,121.30,0,0,1,57.97,1846.00,27,1,4766,29.85,0,2616,4,0.8462,4.798266816,3.295836866,-0.166999541
0,3,221.70,0,3,1,34.19,1753.00,19,1,15900,0,0,1103,8,0.963,5.401325117,2.944438979,-0.037701867
0,3,113.90,0,2,2,87.76,1891.00,18,1,1436,0,0,1885,6,0.5357,4.73532087,2.890371758,-0.624180976
0,3,435.20,0,4,3,68.84,1350.00,5,1,0,0,0,4469,6,1,6.075805696,1.609437912,0
0,4,39.37,0,1,2,72.45,1413.00,16,1,0,0,0,1759,5,1,3.673004105,2.772588722,0
0,4,83.17,0,9,1,20.93,1891.00,21,1,4350,0,0,2736,6,0.84,4.420886706,3.044522438,-0.174353387
0,5,100.00,0,3,1,15.73,1386.00,25,1,941.6,0,0,2809,4,0.8571,4.605170186,3.218875825,-0.154200681
0,5,159.50,0,11,1,250.5,1855.00,22,1,4887,0,0,3546,5,1,5.072043922,3.091042453,0
0,5,192.20,0,1,1,21.27,1750.00,24,1,3427,0,0,3339,6,0.7857,5.258536497,3.17805383,-0.241180239
